#tail	head	edge_weight	edge_type
Q16576	P17542	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q16576	P61221	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q15014	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P45973	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q9BQE3	3.899580e-01	MI:0676 (tandem affinity purification)
Q16576	Q9UBU8	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q9BSJ6	3.899580e-01	MI:0676 (tandem affinity purification)
Q16576	Q9NRC8	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	O43463	4.922930e-01	MI:0096 (pull down)
Q16576	Q92793	4.922930e-01	MI:0096 (pull down)
Q16576	Q9Y294	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q16576	Q9UKG1	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|NetPath|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	P29375	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P29374	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q13620	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P03372	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	Q9BVP2	2.014610e-01	MI:0401 (biochemical)
Q16576	O60341	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P28749	4.739220e-01	SPIKE
Q16576	Q9UGL1	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q14839	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0401 (biochemical)
Q16576	P62805	7.500000e-01	MI:0107 (surface plasmon resonance)|MI:0114 (x-ray crystallography)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q16576	O94776	7.500000e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE|MI:0096 (pull down)|MI:0401 (biochemical)
Q16576	Q99497	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q16576	Q13619	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P05412	4.138850e-01	MI:0006 (anti bait coimmunoprecipitation)
Q16576	O43189	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q16576	P22415	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q5TKA1	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P49450	3.899580e-01	MI:0676 (tandem affinity purification)
Q16576	Q9BUR4	2.014610e-01	MI:0401 (biochemical)
Q16576	Q96ST3	7.500000e-01	SPIKE|MI:0676 (tandem affinity purification)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	P01137	4.739220e-01	SPIKE
Q16576	P06400	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	P85037	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P38398	7.500000e-01	MI:0018 (two hybrid)|MI:0047 (far western blotting)|SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	Q9HCU9	7.500000e-01	SPIKE|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q16576	P20962	2.014610e-01	MI:0401 (biochemical)
Q16576	Q15910	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q16576	Q96CJ1	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q5S007	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q16576	Q16777	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q7Z6Z7	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q92769	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0676 (tandem affinity purification)|SPIKE
Q16576	Q9UQL6	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q6ZW49	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q16531	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q16576	Q12873	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)|MI:0676 (tandem affinity purification)|MI:0401 (biochemical)
Q16576	Q8N680	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q13573	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q16576	P68431	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0676 (tandem affinity purification)|MI:0401 (biochemical)
Q16576	Q9NYP9	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q16576	P08047	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q01167	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q09028	7.500000e-01	MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0676 (tandem affinity purification)|SPIKE
Q16576	Q16695	5.364690e-01	MI:0004 (affinity chromatography technology)|MI:0401 (biochemical)
Q16576	Q13330	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|SPIKE
Q16576	Q8IVT5	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
Q16576	P51531	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q13547	7.500000e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0071 (molecular sieving)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0401 (biochemical)
Q16576	Q9H0W5	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P01106	4.739220e-01	SPIKE
Q16576	P50750	4.739220e-01	SPIKE
Q16576	Q9H160	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
Q16576	O60264	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P61956	4.922930e-01	MI:0096 (pull down)
Q16576	Q9UK53	7.500000e-01	SPIKE|MI:0004 (affinity chromatography technology)
Q16576	P04637	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q99459	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q16576	O75376	4.739220e-01	SPIKE
Q16576	Q9NS56	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	Q9BQG0	4.739220e-01	SPIKE
Q16576	O60315	3.111330e-01	MI:0004 (affinity chromatography technology)
Q16576	P24385	4.739220e-01	SPIKE
Q16576	P49848	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q13885	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P61978	4.922930e-01	MI:0096 (pull down)
P27348	Q9UHB6	4.922930e-01	MI:0096 (pull down)
P27348	P02545	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P10827	4.922930e-01	MI:0096 (pull down)
P27348	Q53ET0	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P27348	P05387	4.922930e-01	MI:0096 (pull down)
P27348	P05388	4.922930e-01	MI:0096 (pull down)
P27348	P10275	4.922930e-01	MI:0096 (pull down)
P27348	P07355	4.922930e-01	MI:0096 (pull down)
P27348	P25788	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	O60343	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	O15151	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P05783	6.412850e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)
P27348	P09651	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P62805	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q9HCE7	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P68104	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P11142	7.500000e-01	MI:0019 (coimmunoprecipitation)|SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q92934	7.500000e-01	NetPath|MI:0004 (affinity chromatography technology)|MI:0663 (confocal microscopy)|MI:0018 (two hybrid)|SPIKE|KEGG inhibition|MI:0096 (pull down)
P27348	Q71DI3	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P49736	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P34947	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P00338	4.922930e-01	MI:0096 (pull down)
P27348	O60488	4.922930e-01	MI:0096 (pull down)
P27348	Q5S007	7.500000e-01	MI:0107 (surface plasmon resonance)|MI:0007 (anti tag coimmunoprecipitation)|MI:0053 (fluorescence polarization spectroscopy)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P35579	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q9UQL6	7.500000e-01	MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P06748	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0401 (biochemical)
P27348	P04049	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0107 (surface plasmon resonance)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
P27348	Q07955	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P27348	Q04206	7.500000e-01	NetPath
P27348	Q71U36	4.922930e-01	MI:0096 (pull down)
P27348	P04629	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q00987	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P46940	4.922930e-01	MI:0096 (pull down)
P27348	Q13233	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P60709	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P13639	2.014610e-01	MI:0401 (biochemical)
P27348	Q15648	4.922930e-01	MI:0096 (pull down)
P27348	Q15139	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P27348	P07437	4.922930e-01	MI:0096 (pull down)
P27348	P21980	2.014610e-01	MI:0401 (biochemical)
P27348	P49674	6.501250e-01	KEGG inhibition
P27348	Q9UBS0	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P78527	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P25205	4.922930e-01	MI:0096 (pull down)
P27348	P62993	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P25963	7.500000e-01	NetPath
P27348	P84098	4.922930e-01	MI:0096 (pull down)
P27348	Q13049	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q14999	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P61981	7.500000e-01	MI:0401 (biochemical)|MI:0069 (mass spectrometry studies of complexes)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P55060	4.922930e-01	MI:0096 (pull down)
P27348	Q5VTR2	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P25705	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q04837	4.922930e-01	MI:0096 (pull down)
P27348	P49815	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
P27348	Q00610	4.922930e-01	MI:0096 (pull down)
P27348	P61313	4.922930e-01	MI:0096 (pull down)
P27348	O00571	4.922930e-01	MI:0096 (pull down)
P27348	P09493	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q13469	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P27348	P24941	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P63104	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0401 (biochemical)
P27348	Q13263	4.922930e-01	MI:0096 (pull down)
P27348	P35251	4.922930e-01	MI:0096 (pull down)
P27348	Q92731	7.500000e-01	MI:0096 (pull down)|SPIKE
P27348	P22626	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	O60603	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P27348	P00533	7.500000e-01	MI:0090 (protein complementation assay)|MI:0676 (tandem affinity purification)|MI:0007 (anti tag coimmunoprecipitation)|MI:0112 (ubiquitin reconstruction)|MI:0018 (two hybrid)|SPIKE|MI:0006 (anti bait coimmunoprecipitation)
P27348	P04406	4.922930e-01	MI:0096 (pull down)
P27348	P02751	7.241830e-01	MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
P27348	Q14814	7.500000e-01	MI:0018 (two hybrid)|MI:0019 (coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P35558	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q15788	4.922930e-01	MI:0096 (pull down)
P27348	Q9BT78	4.922930e-01	MI:0096 (pull down)
P27348	P98177	4.739220e-01	SPIKE
P27348	P06733	4.922930e-01	MI:0096 (pull down)
P27348	P50991	4.922930e-01	MI:0096 (pull down)
P27348	P50990	4.922930e-01	MI:0096 (pull down)
P27348	P04637	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P27348	Q9Y6Q9	4.922930e-01	MI:0096 (pull down)
P27348	Q99459	2.804190e-01	MI:0018 (two hybrid)
P27348	P0DMV9	7.237780e-01	MI:0019 (coimmunoprecipitation)
P27348	P0DMV8	7.237780e-01	MI:0019 (coimmunoprecipitation)
P27348	Q96CV9	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P78406	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P52597	4.922930e-01	MI:0096 (pull down)
P27348	P31943	4.922930e-01	MI:0096 (pull down)
P27348	P49407	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P31947	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P31946	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0069 (mass spectrometry studies of complexes)|MI:0401 (biochemical)
P27348	O15379	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q8IX12	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q9BQA1	7.500000e-01	MI:0019 (coimmunoprecipitation)|SPIKE
P27348	P55072	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P23396	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q12778	7.500000e-01	MI:0004 (affinity chromatography technology)|SPIKE
P27348	P08670	7.500000e-01	MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|MI:0401 (biochemical)
P27348	Q9BYG5	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	Q92552	4.922930e-01	MI:0096 (pull down)
P27348	P25054	4.922930e-01	MI:0096 (pull down)
P27348	O96013	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P04792	7.500000e-01	MI:0018 (two hybrid)|MI:0097 (reverse ras recruitment system)|MI:0004 (affinity chromatography technology)
P27348	Q7KZI7	7.500000e-01	MI:0047 (far western blotting)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P27348	Q13625	4.922930e-01	MI:0096 (pull down)
P27348	Q9NZJ0	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q99683	7.500000e-01	MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|SPIKE
P27348	P19838	4.082400e-01	MI:0018 (two hybrid)|MI:0397 (two hybrid array)
P27348	P50552	5.364690e-01	MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)
P27348	P48730	6.501250e-01	KEGG inhibition
P27348	O94921	7.500000e-01	MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P27348	P56524	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|MI:0114 (x-ray crystallography)|MI:0096 (pull down)
P27348	P46937	7.500000e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0019 (coimmunoprecipitation)|SPIKE|KEGG binding/association|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)
P27348	P46527	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P27348	Q86W92	7.500000e-01	MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P27348	Q04917	7.500000e-01	MI:0401 (biochemical)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27348	Q05513	7.500000e-01	MI:0415 (enzymatic study)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	O75147	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P38936	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q6VAB6	3.488040e-01	MI:0007 (anti tag coimmunoprecipitation)
P27348	P05787	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P36405	3.899580e-01	MI:0676 (tandem affinity purification)
P27348	P53355	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q5VWQ8	7.500000e-01	MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	P10636	7.500000e-01	MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P62736	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	O14654	7.107490e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P27348	P01106	7.457060e-01	MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27348	P17987	4.922930e-01	MI:0096 (pull down)
P27348	Q9H9J4	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q13105	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q01094	7.500000e-01	MI:0018 (two hybrid)|MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P27348	P18124	4.922930e-01	MI:0096 (pull down)
P27348	P16402	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q15843	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	O00257	7.500000e-01	MI:0007 (anti tag coimmunoprecipitation)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P27348	O43524	7.500000e-01	MI:0004 (affinity chromatography technology)|KEGG inhibition|SPIKE
P27348	O75340	4.922930e-01	MI:0096 (pull down)
P27348	Q9H0W5	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	P14618	4.922930e-01	MI:0096 (pull down)
P27348	P62906	4.922930e-01	MI:0096 (pull down)
P27348	P19338	4.922930e-01	MI:0096 (pull down)
P27348	P16104	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q8WUI4	7.500000e-01	MI:0018 (two hybrid)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
P27348	Q9BQE3	3.111330e-01	MI:0004 (affinity chromatography technology)
P27348	Q13509	4.922930e-01	MI:0096 (pull down)
P27348	Q9Y230	4.922930e-01	MI:0096 (pull down)
P27348	P21580	2.804190e-01	MI:0018 (two hybrid)
